id,word,translation,language,status,created_at,updated_at
9839,qayer,"/диал. степн./
(от qaysı yer) какое (которое, что за) место
qayerge - куда
ср. qayda
qayerde - где
ср. qayda
qayerden - откуда
ср. qaydan",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9840,qayğana,яичница,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9841,qayğanaq,см. qayğana,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9842,qayğı,"печаль, забота, грусть
ср. qasevet, ğam",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9843,qayğıdaş,"сочувственный, сочувствующий",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9844,qayğıdaşlıq,сочувствие,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9845,qayğılı,"грустный, печальный",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9846,qayğırğan,заботливый,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9847,qayğırmaq,"беспокоиться, переживать, думать (о ком-л.)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9848,qayğıruv,"1) переживание
2) забота",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9849,qayğısız,"беззаботный, беспечный, безмятежный",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9850,qayıl,см. qail,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9851,qayın,"деверь, шурин",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9852,qayıq,"лодка, ладья",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9853,qayıqçı,лодочник,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9854,qayırmaq,"1) загнуть, выворачивать
qollarını qayırmaq - выворачивать руки
2) заломить (голову)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9855,qayış,"1) обработанная кожа
qayış quşaq - кожаный ремень
qayışqa urmaq - править (бритву)
2) /устар./
ремень
3) упрямый, настырный
pek qayış adam - очень упрямый человек
4) qayış kibi - жёсткий, твёрдый как подошва (о мясе)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9856,qayışçı,шорник,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9857,qayızğaq,"/диал./
перхоть
см. kepek",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9858,qaylı,см. haylı,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9859,qaymaq,"пенка
çiy qaymaq - сливки
ekşitilgen qaymaq - сметана",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9860,qaynağan,"кипячённый
qaynağan suv - кипяток",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9861,qaynamaq,"1) кипеть
qaynap başlamaq - вскипать
2) бродить",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9862,qaynana,"тёща, свекровь",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9863,qaynaq,"1) техн. сварка
2) хим. сплав",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9864,qaynaşmaq,"кишеть
çirkiyler qaynaşalar - мошкара кишит",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9865,qaynata,"тесть, свёкор",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9866,qaynatmaq,"1) вскипятить
2) кипятить
3) перегонять (обрабатывать нагреванием)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9867,qaynatuv,перегон (продукт),Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9868,qaynav,кипение,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9869,qayramaq,"точить, острить",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9870,qayraqtaş,"точило, наждак",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9871,qaysı,"1) который
ср. angi
qaysı biri - который (из них)
qaysı olsa olsun - всё равно который
2) абрикос
qaysı teregi - абрикосовое дерево
qaysı qurusı - сушёные абрикосы",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9872,qayt,"(qaytı)
1) упрямый, норовистый
ср. asav, inat
qayt at - норовистый конь
2) см. qaytmaq",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9873,qayta,"наоборот, напротив
ср. aksine",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9874,qayta-qayta,"повторно, неоднократно, ещё и ещё раз",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9875,qaytadan,"снова, повторно",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9876,qaytam,см. qayta,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9877,qaytamaq,торчать,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9878,qaytan,"шнур, тесьма
ср. şerit
qaytan toqmağı - техн. колотушка для изготовления кайтана",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9879,qaytarma,"1) хайтарма - народный танец
2) отложной
qaytarma yaqa - отложной воротник
3) возврат",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9880,qaytarmaq,"1) вернуть
yolundan qaytarmaq - вернуть с дороги
2) засучивать
3) завернуть, отогнуть
4) qaytarıp aytmaq - говорить повторно",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9881,qaytaruv,возврат,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9882,qaytavlamaq,повторно проявиться (о болезни),Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9883,qaytavlav,"1) возврат (болезни)
2) обратимость
qaytavlav reaktsiyası - обратимая реакция",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9884,qaytım,"1) сдача
2) возврат
qaytım derecesi - грам. возвратный залог
3) полоса, грядка
ср. yolaq, ocaq",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9885,qaytıq,отсырелый,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9886,qaytlıq,"упрямство, упорство",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9887,qaytmaq,"1) возвращаться
2) увлажняться
3) спадать",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9888,qaytsız,"безразличный, равнодушный
ср. lâqayt, pervasız",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9889,qaytuv,"возвращение
ср. avdet",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9890,qaz,"гусь
qaz balası - гусёнок
qaz pufu - гусиный пух
qaz eti - гусятина
qaz yağı - гусиный жир
kiyik qaz - казарка",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9891,qaza,"1) авария, несчастный случай, крушение
qazanen - по несчастью
yol qazası - дорожная авария
gemi qazası - кораблекрушение
2) /устар./
район, уезд (административно-территориальная единица)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9892,qazaen,аварийно,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9893,qazah,"казах, казахский",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9894,Qazahistan,Казахстан,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9895,qazaiy,аварийный,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9896,qazalatorğay,"жаворонок
см. çoçamiy",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9897,qazan,"кастрюля, котёл
asma qazan - подвесная кастрюля",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9898,qazanç,"1) заработок
2) завоевание, достижение
ср. muvafaqiyet",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9899,qazancı,"1) котельщик
2) кашевар
3) котельщик
4) повар",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9900,qazanıç,см. qazanç,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9901,qazanmaq,"1) зарабатывать
2) завоёвывать, обретать
ğayretli işnen şüret qazanmaq - усердной работой обрести славу",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9902,qazaq,"1) /разг./
русский (также употребляется как общее название для русских, украинцев и белорусов)
qazaq adetleri - русские обычаи
qazaqça laf etmek - говорить по-русски
2) /ист./
казак, казацкий
Don qazaqları - Донские казаки",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9903,qazemir,каземир (ткань),Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9904,qazine,"/диал. степн./
см. hazine",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9905,qazı,казы (род конской колбасы),Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9906,qazıçıq,колышек,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9907,qazılma,"раскопка, раскопки",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9908,qazılmaq,"быть выкопанным
qazılıp çıqarılma - ископаемый",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9909,qazıq,"1) кол
demir qazıq - железный кол
qazıq qaqmaq - забивать кол
2) астр. Demir qazıq - Полярная звезда",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9910,qazma,кирка,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9911,qazmaq,"копать, рыть
qazıp çıqarmaq - раскопать
qazıp çıqmaq - изрыть",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9912,qiya,см. qıya,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9913,qiyafet,см. qıyafet,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9914,qiyamet,см. qıyamet,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9915,qiymet,см. qıymet,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9916,qıbır-qıbır,"qıbır-qıbır qıbırdanıp turmaq - заниматься чем-л. кропотливым, возиться",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9917,qıbırdamaq,"шевелиться, шататься
qıbırda! - шевелись! поторапливайся!",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9918,qıbırdanmaq,см. qıbırdamaq,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9919,qıbla,"1) юг, южный
ср. cenüp
qıbla yeli - южный ветер
2) мус. кибла (направление к Каабе - сторона, куда обращаются лицом во время молитвы)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9920,qıbrız,"1) салфетка, самотканое полотенце
2) Кипр
Şimaliy Qıbrız Türk Cumhuriyeti - Турецкая Республика Северного Кипра",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9921,qıbrızlı,киприот,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9922,qıç,"круп (лошади)
ср. savrı",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9923,qıçımaq,"/диал./
чесаться
см. qaşınmaq",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9924,qıçın,"qıçın-qıçın ketmek - пятиться (назад)
qıçın-qıçın - задом, пятясь (назад)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9925,qıçıraqlamaq,"покрикивать
ср. bağıraqlamaq",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9926,qıçıravuq,"крикун, крикливый",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9927,qıçırdatmaq,"скрипеть, скрежетать (зубами)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9928,qıçırdı,"скрежет
tiş qıçırdısı - скрежет зубов",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9929,qıçırıp,вслух,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9930,qıçırma,вопль,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9931,qıçırmaq,"кричать, выкрикивать
ср. bağırmaq
qıçırıp laf etmek - говорить (разговаривать) громко, шумно
qıçırıp ağlamaq - плакать навзрыд
qıçırıp oqumaq - см. davuşnen oqumaq
bar küçünen qıçırmaq - кричать изо всех сил",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9932,qıçıruv,вопль,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9933,qıcıtqan,"крапива
qıcıtqan elini aşladı - крапива обожгла ему руку
taze qıcıtqan şorbası - суп из молодой крапивы",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9934,qıçlamaq,пятиться (о лошади),Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9935,qıdaqlamaq,"кудахтать
tavuq qıdaqlay - курица кудахчет",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9936,qıdırıcı,"ищущий, искатель",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9937,qıdırılmaq,"разыскиваться, быть искомым",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9938,qıdırlez,см. hıdırlez,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9939,qıdırma,поиск,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9940,qıdırmaq,искать,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9941,qıdıruv,поиск,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9942,qığılçım,"искра
ср. uçqun, çiya",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9943,qıl,"1) волос
qılını tökmek - менять шерсть, линять
at qılı - конский волос
qıl yılan - зоо. волосатик
2) щетина
domuz qılı - свиная щетина",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9944,qılav,заусеница,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9945,qılavuz,"1) путеводитель, справочник
2) гид, проводник",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9946,qılçıq,"1) мелкая рыбья кость
2) ость (пшеницы, ячменя)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9947,qılğanot,"(qılğanotu)
ковыль",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9948,qılıç,"сабля, меч
ср. yatağan, şemşir
qılıç balıq - зоо. меч-рыба",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9949,qılıççılıq,фехтование,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9950,qılıf,"оболочка, кожа
qılıf deñiştirüv - линька",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9951,qılınmaq,"издеваться, измываться, глумиться",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9952,qılıq,"привычка (отрицательная), поступок, выходка
ср. marifet 2)
qılıqlarına qatlanmaq (или dayanmaq) - терпеть его выходки",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9953,qılıqlı,капризный,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9954,qılıy,"косой, косоглазый",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9955,qılmaq,"делать, исполнять
ср. etmek, eylemek, yapmaq, yasamaq",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9956,qılqırt,"(qılqırtı)
/диал./
упрямый (о человеке)
см. inat",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9957,qıltıq,икота,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9958,qım,"знак, мимика",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9959,qımıldamaq,см. qıymıldamaq,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9960,qımıq,"суженный
qımıq közler - раскосые (узкие) глаза",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9961,qımıqköz,узкоглазый,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9962,qımırçimek,"першить, саднить
boğazım (tamağım) qımırçiy - у меня в горле першит",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9963,qımırmaq,урвать (что-л. для себя),Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9964,qımırsqa,"/диал. степн./
см. qırmısqa",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9965,qımız,кумыс,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9966,qımmaq,"1) мигать
2) подавать знак движением век
3) зажимать (во рту), набирать (в рот)
aşnı ağzında qımıp otura - сидит, набрав в рот еды, не проглатывает долгое время (так делают дети)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9967,qın,"1) ножны
2) стручок
3) бот. влагалище",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9968,qına,"1) хна
2) см. qın",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9969,qınap,"(qınapı)
кенаф
qınap yip - шпагат",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9970,qıntavlı,уютный,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9971,qınzır,см. hınzır,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9972,qıp,"частица, усиливающая значение слова
см. qıp-qırmızı",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9973,qıp-qırmızı,ярко-красный,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9974,qıp-qızıl,ярко-красный,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9975,qıpmaq,"1) моргать
ср. qımmaq
köz qıpmaq - подмигивать
köz qıpışmaq - перемаргиваться
2) щурить глаза",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9976,qıqırdaq,кадык,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9977,qır,"1) холм, возвышенность
2) поле, степь, равнина, луг
qır çiçegi - полевой цветок
bayırlı qır - холмистая степь
3) qır baqası - зоо. жаба
4) светло-серый, седой
qır at - чалая лошадь
aq qır - светло-чалая (о масти лошади)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9978,qıraat,"(qıraatı)
/устар./
чтение
qıraat kitabı - книга для чтения, хрестоматия
qıraat etmek - а) читать, б) декламировать",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9979,qıraathane,"/устар./
читальня",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9980,qırait,см. qıraat,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9981,qıral,"1) король
qıral qızı - королевна
qıral oğlu - королевич
2) шахм. король",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9982,qıraliçe,"1) королева
güzellik qıraliçesi - королева красоты
qıraliçe kibi - как королева (о нарядной и красивой женщине)
2) шахм. ферзь, королева",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9983,qırallıq,"королевство
İspaniya qırallığı - королевство Испания",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9984,qırav,"иней
ср. buzlavuq",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9985,qırayet,см. qıraat,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9986,qırçanğı,"/диал./
шелудивый
ср. uyuz",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9987,qırcıman,"мужчина средних лет
alatlı qırcıman - солидный мужчина средних лет",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9988,qırçma,хомут,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9989,qırdış,"молодая трава, мурава
qırdış yer - место, покрытое только-только взошедшей травой",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9990,qırğıç,"чистилка, скребок",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9991,qırğın,кровопролитие,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9992,qırğınlıq,"мор, эпидемия",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9993,qırğıy,ястреб перепелятник,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9994,qırğız,"киргиз, киргизский",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9995,Qırğızistan,"Кыргызстан, Киргизия",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9996,Qırğızıstan,см. Qırğızistan,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9997,Qırğızstan,см. Qırğızistan,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9998,qırıcı,истребитель,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
9999,qırılma,преломление,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10000,qırılmaq,"1) соскабливаться
2) истребляться
3) /диал./
сломаться, разбиться
см. sınmaq",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10001,qırıluv,физ. преломление,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10002,Qırım,"Крым, крымский
Eski Qırım - Старый Крым",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10003,qırımlı,"1) житель или уроженец Крыма
2) крымский татарин",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10004,qırımtatar,"крымский татарин, крымскотатарский
qırımtatar tili - крымскотатарский язык",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10005,qırımtatarca,по-крымскотатарски,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10006,qırıntı,лом,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10007,qırıq,"/диал./
разбитый, сломанный
qırıq göñül - разбитое сердце",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10008,qırma,уничтожение,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10009,qırmaq,"1) скрести
qazannıñ tübünı qırmaq - скрести (чистить) дно кастрюли
boğazını qırıp öksürmek - откашляться
2) уничтожать, истреблять
duşmannı qırmaq - уничтожать врага
3) /диал./
ломать, разбивать
4) göñlüni qırmaq - обижать, огорчать кого-л.",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10010,qırmısqa,"муравей
ср. qarınca",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10011,qırmızı,"красный
ср. qızıl
qırmzı qan - анат. артериальная кровь
qırmızı yanaqlı - краснощёкий, румяный
qan qırmızı - кроваво-красный
qoyu qırmızı - бордовый
qırmızıca - красноватый
qırmızı biber - бот. красный (стручковый) перец
qırmızı çükündir - бот. буряк",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10012,qırq,"сорок
qırq kere ayttım - я много раз говорил
qırq dereden suv ketirmek - перен. приводить тысячу доказательств (аргументов), распинаться
qırqını çıqarmaq - миновать, пройти (о сорока днях после родов, смерти)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10013,qırqayaq,сороконожка,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10014,qırqı,сороковины,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10015,qırqım,"стрижка
qoy qırqımı - стрижка овец",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10016,qırqıncı,сороковой,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10017,qırqmaq,стричь,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10018,qırqtırmaq,постричься,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10019,qırs,скрип,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10020,qırşav,"обруч
ср. çember
qırşav aylandırıp oynamaq - катить обруч (детская игра)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10021,qırsıldamaq,скрипеть,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10022,qırsıldı,скрип,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10023,qırtış,целина,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10024,qırtışçı,целинник,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10025,qış,"зима
bütün qış - всю зиму
qış bağçası - зимний сад
qış bastı - наступила зима
qışnı çıqarmaq - провести зиму, перезимовать
qışnı yuquda keçirmek - провести зиму в спячке
qış yuqusına ketmek - впасть в зимнюю спячку (о животных)
keleyatqan qış - надвигающаяся зима, зима на носу
qış aqşamları - зимние вечера
qattı qış - суровая, холодная зима
yımşaq qış - тёплая зима",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10026,qış-qıyamet,лютая (суровая) зима,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10027,qışarmut,сорт груш,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10028,qısartma,"/диал. южн./
см. qısqartma",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10029,qısartqı,клещи,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10030,qısım,"(qısmı)
1) часть, доля
ср. parça
ihtiyat qısımları - запасные части
dünya qısımları - части света
tamırdaş sözlerniñ umumiy qısmı - грам. общая часть родственных слов
2) /диал./
родственник, родня
см. soy, tuvğan, aqraba",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10031,qısım-aqraba,"/диал./
родня",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10032,qısıq,"сдавленный, сжатый, прищуренный",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10033,qısır,"яловый, бесплодный",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10034,qısırlıq,"бесплодие
ср. tölsüzlik",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10035,qışla,казарма,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10036,qışlama,зимовка,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10037,qışlamaq,зимовать,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10038,qışlav,"зимовка, зимовье",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10039,qışlıq,"зимний, предназначенный для зимы
qışlıq alma - зимний сорт яблок
qışlıq urba - зимняя одежда
Qışlıq saray - Зимний дворец",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10040,qısmaç,прищепка,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10041,qısmaq,"1) защемлять
qapı arasında qolunı qısmaq - ущемить руку дверью
2) жать, сжимать, прижимать, поджимать (напр. хвост)
közlerini qısmaq - прищурить глаза
omuzlarını (boynunı) qısmaq - съёжиться, вобрать голову в плечи
3) /диал. степн./
см. qusmaq",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10042,qısmen,"частично, отчасти",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10043,qısmet,"(qısmeti)
1) судьба, участь, доля
ср. yazı 2), taqdir, taliy, qader, felek 3), nasip
körmege qısmet oldı - суждено было (довелось) увидеть
qısmet dünyası - жизнь, полная надежд
adam qısmetinen doğa eken - у каждого человека определена своя доля
2) удача
qısmet olmaq - удаться
qısmetiñ açıq olsun! - удачи тебе!
3) перен. судьба в значении суженный, суженная
menim qısmetim qara qaşlı - моя суженная чернобровая",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10044,qısmetli,счастливый,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10045,qısqa,"короткий, краткий
qısqa laf - короткий разговор
qısqa yol - краткий путь
lafnı qısqa kesmek - сказать кратко, быть кратким, отрезать
uzun sözniñ qısqası - короче говоря
qısqa ses - грам. краткий звук",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10046,qısqaayaqlı,"/разг./
женщина
ср. qadın, apay, qarı",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10047,qısqaç,"1) зоо. рак
2) клешня
3) клещи
4) астр. Рак",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10048,qısqaca,"1) короткий, краткий
2) короче",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10049,qısqadan,коротко,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
10050,qısqalıq,краткость,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
